Nouvelle acquisition du 22/11/2018 19:29:20
Date;Montée (s);Palier (s);Temp (°C);Negative_Reference_Load_Limit;Positive_Reference_Load_Limit;Load;JT1A;JT2A;JT1B;NA
9:11:44:706;0;3600;25;-0,00;0,00;0,00;5006,24965;4999,07245;5009,74462;5004,50922;
9:11:45:705;0;3600;25;-0,00;0,00;0,00;5006,25069;4999,08045;5009,74667;5004,50768;
9:11:46:707;0;3600;25;-0,00;0,00;0,00;5006,25617;4999,07588;5009,74707;5004,49848;
9:11:47:756;0;3600;25;-0,00;0,00;0,00;5006,26172;4999,07834;5009,74402;5004,49873;
9:11:48:758;0;3600;25;-0,00;0,00;0,00;5006,2468;4999,0819;5009,74794;5004,5038;
9:11:49:775;0;3600;25;-0,00;0,00;0,00;5006,25566;4999,08804;5009,74396;5004,49979;
9:11:50:775;0;3600;25;-0,00;0,00;0,00;5006,2502;4999,08741;5009,7458;5004,50262;
9:11:51:793;0;3600;25;-0,00;0,00;0,00;5006,25221;4999,085;5009,73837;5004,50741;
9:11:52:810;0;3600;25;-0,00;0,00;0,00;5006,24055;4999,10406;5009,7396;5004,5068;
9:11:53:843;0;3600;25;-0,00;0,00;0,00;5006,24515;4999,08153;5009,73898;5004,51001;
9:11:54:830;0;3600;25;-0,00;0,00;0,00;5006,24892;4999,08849;5009,74136;5004,51113;
9:11:55:861;0;3600;25;-0,00;0,00;0,00;5006,24788;4999,09975;5009,73796;5004,50613;
9:11:56:896;0;3600;25;-0,00;0,00;0,00;5006,24156;4999,08491;5009,7415;5004,50318;
9:11:57:880;0;3600;25;-0,00;0,00;0,00;5006,25259;4999,07979;5009,74222;5004,50957;
9:11:58:898;0;3600;25;-0,00;0,00;0,00;5006,2403;4999,08083;5009,73903;5004,50292;
9:11:59:916;0;3600;25;-0,00;0,00;0,00;5006,24108;4999,07466;5009,74199;5004,50893;
9:12:0:917;0;3600;25;-0,00;0,00;0,00;5006,23278;4999,07574;5009,74213;5004,5082;
9:12:1:933;0;3600;25;-0,00;0,00;0,00;5006,24992;4999,08543;5009,73355;5004,50192;
9:12:2:951;0;3600;25;-0,00;0,00;0,00;5006,24609;4999,08042;5009,7403;5004,50904;
9:12:3:986;0;3600;25;-0,00;0,00;0,00;5006,23768;4999,09429;5009,73817;5004,51608;
9:12:5:2;0;3600;25;-0,00;0,00;0,00;5006,25297;4999,08029;5009,73312;5004,509;
9:12:5:987;0;3600;25;-0,00;0,00;0,00;5006,23673;4999,07836;5009,74067;5004,51523;
9:12:7:5;0;3600;25;-0,00;0,00;0,00;5006,24695;4999,07114;5009,73852;5004,51769;
9:12:8:55;0;3600;25;-0,00;0,00;0,00;5006,25093;4999,08675;5009,74101;5004,51454;
9:12:9:40;0;3600;25;-0,00;0,00;0,00;5006,24395;4999,08855;5009,74676;5004,50676;
9:12:10:56;0;3600;25;-0,00;0,00;0,00;5006,25155;4999,08042;5009,73971;5004,51915;
9:12:11:42;0;3600;25;-0,00;0,00;0,00;5006,24115;4999,08803;5009,73971;5004,51007;
9:12:12:113;0;3600;25;-0,00;0,00;0,00;5006,23979;4999,08438;5009,7411;5004,49985;
9:12:13:96;0;3600;25;-0,00;0,00;0,00;5006,23845;4999,08307;5009,74253;5004,49771;
9:12:14:125;0;3600;25;-0,00;0,00;0,00;5006,25122;4999,08508;5009,74625;5004,50684;
9:12:15:110;0;3600;25;-0,00;0,00;0,00;5006,24515;4999,08073;5009,73814;5004,50572;
9:12:16:160;0;3600;25;-0,00;0,00;0,00;5006,25107;4999,08363;5009,74695;5004,50955;
9:12:17:161;0;3600;25;-0,00;0,00;0,00;5006,2504;4999,08522;5009,74595;5004,5111;
9:12:18:178;0;3600;25;-0,00;0,00;0,00;5006,2425;4999,08505;5009,74615;5004,51039;
9:12:19:194;0;3600;25;-0,00;0,00;0,00;5006,23933;4999,08045;5009,74401;5004,51113;
9:12:20:198;0;3600;25;-0,00;0,00;0,00;5006,24348;4999,08025;5009,73432;5004,51253;
9:12:21:215;0;3600;25;-0,00;0,00;0,00;5006,24206;4999,08332;5009,74495;5004,50975;
9:12:22:231;0;3600;25;-0,00;0,00;0,00;5006,24981;4999,06913;5009,74083;5004,51254;
9:12:23:247;0;3600;25;-0,00;0,00;0,00;5006,2522;4999,08542;5009,73621;5004,50139;
9:12:24:265;0;3600;25;-0,00;0,00;0,00;5006,23532;4999,08504;5009,74499;5004,50633;
9:12:25:267;0;3600;25;-0,00;0,00;0,00;5006,24137;4999,07214;5009,73682;5004,50082;
9:12:26:268;0;3600;25;-0,00;0,00;0,00;5006,2436;4999,08071;5009,74205;5004,50254;
9:12:27:303;0;3600;25;-0,00;0,00;0,00;5006,23446;4999,07355;5009,74208;5004,50962;
9:12:28:319;0;3600;25;-0,00;0,00;0,00;5006,24737;4999,08459;5009,74472;5004,50559;
9:12:29:304;0;3600;25;-0,00;0,00;0,00;5006,25433;4999,07769;5009,73705;5004,50925;
9:12:30:353;0;3600;25;-0,00;0,00;0,00;5006,24215;4999,08843;5009,74121;5004,50599;
9:12:31:354;0;3600;25;-0,00;0,00;0,00;5006,26218;4999,08074;5009,74356;5004,51269;
9:12:32:388;0;3600;25;-0,00;0,00;0,00;5006,25201;4999,08502;5009,73641;5004,506;
9:12:33:372;0;3600;25;-0,00;0,00;0,00;5006,24595;4999,08444;5009,74181;5004,50786;
9:12:34:406;0;3600;25;-0,00;0,00;0,00;5006,25253;4999,08398;5009,74386;5004,50733;
9:12:35:408;0;3600;25;-0,00;0,00;0,00;5006,2537;4999,08469;5009,73692;5004,51011;
9:12:36:444;0;3600;25;-0,00;0,00;0,00;5006,24582;4999,08085;5009,74406;5004,50856;
9:12:37:442;0;3600;25;-0,00;0,00;0,00;5006,26175;4999,07218;5009,74201;5004,50835;
9:12:38:475;0;3600;25;-0,00;0,00;0,00;5006,25097;4999,07649;5009,74233;5004,50593;
9:12:39:477;0;3600;25;-0,00;0,00;0,00;5006,24248;4999,07437;5009,74203;5004,50427;
9:12:40:478;0;3600;25;-0,00;0,00;0,00;5006,2502;4999,07182;5009,74336;5004,50486;
9:12:41:495;0;3600;25;-0,00;0,00;0,00;5006,23946;4999,09196;5009,74262;5004,50893;
9:12:42:527;0;3600;25;-0,00;0,00;0,00;5006,2448;4999,07845;5009,7375;5004,51043;
9:12:43:498;0;3600;25;-0,00;0,00;0,00;5006,24154;4999,08722;5009,74576;5004,513;
9:12:44:531;0;3600;25;-0,00;0,00;0,00;5006,25052;4999,07584;5009,73924;5004,51036;
9:12:45:651;0;3600;25;-0,00;0,00;0,00;5006,24826;4999,08301;5009,73718;5004,50834;
9:12:46:567;0;3600;25;-0,00;0,00;0,00;5006,25506;4999,08277;5009,74325;5004,50926;
9:12:47:597;0;3600;25;-0,00;0,00;0,00;5006,24521;4999,07792;5009,74465;5004,5114;
9:12:48:616;0;3600;25;-0,00;0,00;0,00;5006,25194;4999,08281;5009,74056;5004,51158;
9:12:49:569;0;3600;25;-0,00;0,00;0,00;5006,24582;4999,09048;5009,74322;5004,50571;
9:12:50:635;0;3600;25;-0,00;0,00;0,00;5006,25645;4999,0754;5009,74109;5004,51447;
9:12:51:636;0;3600;25;-0,00;0,00;0,00;5006,25424;4999,07953;5009,74264;5004,51714;
9:12:52:638;0;3600;25;-0,00;0,00;0,00;5006,25884;4999,06799;5009,74041;5004,51388;
9:12:53:669;0;3600;25;-0,00;0,00;0,00;5006,24442;4999,08309;5009,74193;5004,51644;
9:12:54:673;0;3600;25;-0,00;0,00;0,00;5006,25378;4999,08411;5009,73903;5004,50776;
9:12:55:658;0;3600;25;-0,00;0,00;0,00;5006,24946;4999,08834;5009,73964;5004,50637;
9:12:56:707;0;3600;25;-0,00;0,00;0,00;5006,24416;4999,0899;5009,73839;5004,51412;
9:12:57:707;0;3600;25;-0,00;0,00;0,00;5006,24427;4999,08601;5009,74362;5004,50978;
9:12:58:742;0;3600;25;-0,00;0,00;0,00;5006,2393;4999,08378;5009,74288;5004,50414;
9:12:59:743;0;3600;25;-0,00;0,00;0,00;5006,24145;4999,07414;5009,74341;5004,50651;
9:13:0:760;0;3600;25;-0,00;0,00;0,00;5006,25486;4999,0848;5009,74042;5004,50788;
9:13:1:778;0;3600;25;-0,00;0,00;0,00;5006,24756;4999,08156;5009,74302;5004,50592;
9:13:2:778;0;3600;25;-0,00;0,00;0,00;5006,24901;4999,08002;5009,74906;5004,50423;
9:13:3:811;0;3600;25;-0,00;0,00;0,00;5006,24906;4999,09168;5009,74344;5004,49924;
9:13:4:815;0;3600;25;-0,00;0,00;0,00;5006,25343;4999,07106;5009,74296;5004,50195;
9:13:5:831;0;3600;25;-0,00;0,00;0,00;5006,2521;4999,07178;5009,73356;5004,50467;
9:13:6:863;0;3600;25;-0,00;0,00;0,00;5006,24659;4999,07763;5009,73764;5004,50416;
9:13:7:865;0;3600;25;-0,00;0,00;0,00;5006,25276;4999,08705;5009,74574;5004,51168;
9:13:8:867;0;3600;25;-0,00;0,00;0,00;5006,24802;4999,08764;5009,74064;5004,51042;
9:13:9:884;0;3600;25;-0,00;0,00;0,00;5006,24368;4999,07542;5009,74267;5004,50645;
9:13:10:917;0;3600;25;-0,00;0,00;0,00;5006,24108;4999,08514;5009,73778;5004,50937;
9:13:11:917;0;3600;25;-0,00;0,00;0,00;5006,25611;4999,09119;5009,74206;5004,50461;
9:13:12:936;0;3600;25;-0,00;0,00;0,00;5006,2435;4999,08935;5009,73616;5004,51383;
9:13:13:936;0;3600;25;-0,00;0,00;0,00;5006,24876;4999,08541;5009,73911;5004,50863;
9:13:14:923;0;3600;25;-0,00;0,00;0,00;5006,23885;4999,09419;5009,7389;5004,50904;
9:13:15:987;0;3600;25;-0,00;0,00;0,00;5006,24327;4999,08646;5009,74455;5004,5087;
9:13:17:11;0;3600;25;-0,00;0,00;0,00;5006,24868;4999,07854;5009,7396;5004,5002;
9:13:18:5;0;3600;25;-0,00;0,00;0,00;5006,24375;4999,08439;5009,73805;5004,50016;
9:13:18:991;0;3600;25;-0,00;0,00;0,00;5006,24558;4999,08156;5009,74347;5004,50598;
9:13:20:24;0;3600;25;-0,00;0,00;0,00;5006,25363;4999,07347;5009,7409;5004,50486;
9:13:21:56;0;3600;25;-0,00;0,00;0,00;5006,25774;4999,07165;5009,73939;5004,50078;
9:13:22:57;0;3600;25;-0,00;0,00;0,00;5006,24278;4999,08633;5009,74357;5004,51153;
9:13:23:74;0;3600;25;-0,00;0,00;0,00;5006,25277;4999,07617;5009,74451;5004,5096;
9:13:24:78;0;3600;25;-0,00;0,00;0,00;5006,24097;4999,0862;5009,74008;5004,50493;
9:13:25:126;0;3600;25;-0,00;0,00;0,00;5006,2439;4999,07848;5009,73651;5004,50168;
9:13:26:112;0;3600;25;-0,00;0,00;0,00;5006,245;4999,08146;5009,74462;5004,50252;
9:13:27:130;0;3600;25;-0,00;0,00;0,00;5006,23726;4999,07891;5009,73876;5004,50237;
9:13:28:131;0;3600;25;-0,00;0,00;0,00;5006,24411;4999,07987;5009,73387;5004,50523;
9:13:29:132;0;3600;25;-0,00;0,00;0,00;5006,24386;4999,07823;5009,73581;5004,50319;
9:13:30:164;0;3600;25;-0,00;0,00;0,00;5006,25186;4999,06792;5009,74316;5004,50604;
9:13:31:182;0;3600;25;-0,00;0,00;0,00;5006,2388;4999,07341;5009,7412;5004,50554;
9:13:32:278;0;3600;25;-0,00;0,00;0,00;5006,25229;4999,08731;5009,74365;5004,49972;
9:13:33:184;0;3600;25;-0,00;0,00;0,00;5006,23615;4999,08348;5009,7407;5004,50494;
9:13:34:217;0;3600;25;-0,00;0,00;0,00;5006,25719;4999,08546;5009,74675;5004,50441;
9:13:35:220;0;3600;25;-0,00;0,00;0,00;5006,24369;4999,0849;5009,74573;5004,50891;
9:13:36:237;0;3600;25;-0,00;0,00;0,00;5006,24135;4999,07908;5009,74121;5004,51228;
9:13:37:240;0;3600;25;-0,00;0,00;0,00;5006,24268;4999,0763;5009,74982;5004,50836;
9:13:38:271;0;3600;25;-0,00;0,00;0,00;5006,2508;4999,09421;5009,73978;5004,51111;
9:13:39:304;0;3600;25;-0,00;0,00;0,00;5006,24742;4999,07872;5009,73577;5004,50379;
9:13:40:273;0;3600;25;-0,00;0,00;0,00;5006,25422;4999,07923;5009,73886;5004,50663;
9:13:41:305;0;3600;25;-0,00;0,00;0,00;5006,25444;4999,08276;5009,74653;5004,50889;
9:13:42:324;0;3600;25;-0,00;0,00;0,00;5006,23443;4999,08225;5009,74908;5004,50855;
9:13:43:341;0;3600;25;-0,00;0,00;0,00;5006,24938;4999,07672;5009,74027;5004,50414;
9:13:44:374;0;3600;25;-0,00;0,00;0,00;5006,24389;4999,08482;5009,74244;5004,50817;
9:13:45:375;0;3600;25;-0,00;0,00;0,00;5006,23785;4999,07427;5009,73966;5004,50856;
9:13:46:377;0;3600;25;-0,00;0,00;0,00;5006,23686;4999,07753;5009,73813;5004,50818;
9:13:47:394;0;3600;25;-0,00;0,00;0,00;5006,24643;4999,08802;5009,74314;5004,50924;
9:13:48:411;0;3600;25;-0,00;0,00;0,00;5006,24487;4999,09042;5009,74185;5004,50453;
9:13:49:433;0;3600;25;-0,00;0,00;0,00;5006,23884;4999,08337;5009,74263;5004,51015;
9:13:50:446;0;3600;25;-0,00;0,00;0,00;5006,24645;4999,08453;5009,74744;5004,50752;
9:13:51:463;0;3600;25;-0,00;0,00;0,00;5006,2494;4999,08466;5009,74459;5004,50248;
9:13:52:470;0;3600;25;-0,00;0,00;0,00;5006,23638;4999,08485;5009,74253;5004,51126;
9:13:53:467;0;3600;25;-0,00;0,00;0,00;5006,24457;4999,07381;5009,74101;5004,51036;
9:13:54:499;0;3600;25;-0,00;0,00;0,00;5006,23846;4999,07758;5009,74367;5004,50671;
9:13:55:516;0;3600;25;-0,00;0,00;0,00;5006,24216;4999,07356;5009,74418;5004,50678;
9:13:56:534;0;3600;25;-0,00;0,00;0,00;5006,25168;4999,0731;5009,74263;5004,50482;
9:13:57:535;0;3600;25;-0,00;0,00;0,00;5006,24828;4999,08697;5009,73988;5004,50613;
9:13:58:520;0;3600;25;-0,00;0,00;0,00;5006,24318;4999,08146;5009,74234;5004,50826;
9:13:59:578;0;3600;25;-0,00;0,00;0,00;5006,24042;4999,07613;5009,74263;5004,51154;
9:14:0:572;0;3600;25;-0,00;0,00;0,00;5006,23825;4999,07767;5009,74407;5004,5037;
9:14:1:635;0;3600;25;-0,00;0,00;0,00;5006,23929;4999,08623;5009,74711;5004,50403;
9:14:2:605;0;3600;25;-0,00;0,00;0,00;5006,24479;4999,08519;5009,74853;5004,50544;
9:14:3:606;0;3600;25;-0,00;0,00;0,00;5006,24309;4999,08807;5009,74605;5004,50655;
9:14:4:623;0;3600;25;-0,00;0,00;0,00;5006,24545;4999,07855;5009,74655;5004,50439;
9:14:5:642;0;3600;25;-0,00;0,00;0,00;5006,23473;4999,09288;5009,7466;5004,50255;
9:14:6:674;0;3600;25;-0,00;0,00;0,00;5006,24026;4999,08307;5009,74702;5004,50884;
9:14:7:691;0;3600;25;-0,00;0,00;0,00;5006,24644;4999,08032;5009,7414;5004,5075;
9:14:8:694;0;3600;25;-0,00;0,00;0,00;5006,25021;4999,08144;5009,73908;5004,513;
9:14:9:726;0;3600;25;-0,00;0,00;0,00;5006,23862;4999,07429;5009,74476;5004,50532;
9:14:10:696;0;3600;25;-0,00;0,00;0,00;5006,24389;4999,067;5009,746;5004,50641;
9:14:11:729;0;3600;25;-0,00;0,00;0,00;5006,24956;4999,06812;5009,74674;5004,51062;
9:14:12:746;0;3600;25;-0,00;0,00;0,00;5006,25901;4999,0731;5009,74477;5004,50482;
9:14:13:778;0;3600;25;-0,00;0,00;0,00;5006,24762;4999,08883;5009,74076;5004,50048;
9:14:14:798;0;3600;25;-0,00;0,00;0,00;5006,2505;4999,08502;5009,74456;5004,51059;
9:14:15:797;0;3600;25;-0,00;0,00;0,00;5006,25017;4999,08307;5009,74523;5004,5022;
9:14:16:815;0;3600;25;-0,00;0,00;0,00;5006,24633;4999,07998;5009,74472;5004,51343;
9:14:17:816;0;3600;25;-0,00;0,00;0,00;5006,23466;4999,08137;5009,7415;5004,50763;
9:14:18:849;0;3600;25;-0,00;0,00;0,00;5006,24314;4999,08608;5009,74281;5004,5109;
9:14:19:883;0;3600;25;-0,00;0,00;0,00;5006,23967;4999,08833;5009,73912;5004,51241;
9:14:20:836;0;3600;25;-0,00;0,00;0,00;5006,24189;4999,0859;5009,74159;5004,51608;
9:14:21:869;0;3600;25;-0,00;0,00;0,00;5006,25067;4999,0809;5009,7421;5004,51206;
9:14:22:886;0;3600;25;-0,00;0,00;0,00;5006,25263;4999,07855;5009,73656;5004,5107;
9:14:23:934;0;3600;25;-0,00;0,00;0,00;5006,25136;4999,08164;5009,74696;5004,50631;
9:14:24:906;0;3600;25;-0,00;0,00;0,00;5006,2478;4999,08431;5009,74295;5004,51103;
9:14:25:939;0;3600;25;-0,00;0,00;0,00;5006,25165;4999,09146;5009,74848;5004,50899;
9:14:26:940;0;3600;25;-0,00;0,00;0,00;5006,25568;4999,08078;5009,74173;5004,51129;
9:14:27:957;0;3600;25;-0,00;0,00;0,00;5006,24876;4999,07649;5009,74194;5004,50855;
9:14:28:989;0;3600;25;-0,00;0,00;0,00;5006,24845;4999,09539;5009,7402;5004,51179;
9:14:30:7;0;3600;25;-0,00;0,00;0,00;5006,23393;4999,08443;5009,73777;5004,50978;
9:14:31:9;0;3600;25;-0,00;0,00;0,00;5006,241;4999,08611;5009,7438;5004,5065;
9:14:32:25;0;3600;25;-0,00;0,00;0,00;5006,23942;4999,09166;5009,74104;5004,50989;
9:14:33:42;0;3600;25;-0,00;0,00;0,00;5006,25243;4999,08245;5009,74;5004,50673;
9:14:34:60;0;3600;25;-0,00;0,00;0,00;5006,24535;4999,08666;5009,74477;5004,50635;
9:14:35:81;0;3600;25;-0,00;0,00;0,00;5006,24643;4999,07594;5009,74416;5004,50777;
9:14:36:63;0;3600;25;-0,00;0,00;0,00;5006,24638;4999,06798;5009,74721;5004,50993;
9:14:37:82;0;3600;25;-0,00;0,00;0,00;5006,24089;4999,08058;5009,74899;5004,51341;
9:14:38:113;0;3600;25;-0,00;0,00;0,00;5006,24473;4999,07885;5009,73701;5004,50677;
9:14:39:130;0;3600;25;-0,00;0,00;0,00;5006,2353;4999,08329;5009,73947;5004,50447;
9:14:40:148;0;3600;25;-0,00;0,00;0,00;5006,24315;4999,07361;5009,73804;5004,50141;
9:14:41:133;0;3600;25;-0,00;0,00;0,00;5006,2529;4999,08638;5009,73517;5004,50559;
9:14:42:167;0;3600;25;-0,00;0,00;0,00;5006,24013;4999,0904;5009,73775;5004,50453;
9:14:43:199;0;3600;25;-0,00;0,00;0,00;5006,25093;4999,08039;5009,73429;5004,51047;
9:14:44:184;0;3600;25;-0,00;0,00;0,00;5006,24527;4999,08335;5009,73673;5004,50984;
9:14:45:203;0;3600;25;-0,00;0,00;0,00;5006,23629;4999,0748;5009,74105;5004,508;
9:14:46:187;0;3600;25;-0,00;0,00;0,00;5006,24741;4999,07876;5009,74103;5004,5069;
9:14:47:238;0;3600;25;-0,00;0,00;0,00;5006,25226;4999,06711;5009,7357;5004,51496;
9:14:48:254;0;3600;25;-0,00;0,00;0,00;5006,2489;4999,08707;5009,73875;5004,51221;
9:14:49:255;0;3600;25;-0,00;0,00;0,00;5006,24895;4999,07307;5009,73925;5004,51095;
9:14:50:273;0;3600;25;-0,00;0,00;0,00;5006,23983;4999,08044;5009,74571;5004,51636;
9:14:51:290;0;3600;25;-0,00;0,00;0,00;5006,24586;4999,07853;5009,74603;5004,51012;
9:14:52:307;0;3600;25;-0,00;0,00;0,00;5006,24505;4999,0761;5009,74185;5004,50931;
9:14:53:329;0;3600;25;-0,00;0,00;0,00;5006,24599;4999,07498;5009,7432;5004,50346;
9:14:54:341;0;3600;25;-0,00;0,00;0,00;5006,24836;4999,07733;5009,74106;5004,5056;
9:14:55:343;0;3600;25;-0,00;0,00;0,00;5006,24363;4999,07987;5009,74585;5004,509;
9:14:56:362;0;3600;25;-0,00;0,00;0,00;5006,23562;4999,08389;5009,74984;5004,51468;
9:14:57:396;0;3600;25;-0,00;0,00;0,00;5006,24217;4999,08071;5009,74155;5004,50429;
9:14:58:396;0;3600;25;-0,00;0,00;0,00;5006,24412;4999,08465;5009,75016;5004,50855;
9:14:59:412;0;3600;25;-0,00;0,00;0,00;5006,25131;4999,0641;5009,74058;5004,50589;
9:15:0:413;0;3600;25;-0,00;0,00;0,00;5006,24333;4999,08321;5009,74477;5004,51203;
9:15:1:430;0;3600;25;-0,00;0,00;0,00;5006,23381;4999,07933;5009,74228;5004,51803;
9:15:2:464;0;3600;25;-0,00;0,00;0,00;5006,24218;4999,07615;5009,74475;5004,51017;
9:15:3:449;0;3600;25;-0,00;0,00;0,00;5006,24585;4999,07796;5009,74624;5004,50775;
9:15:4:483;0;3600;25;-0,00;0,00;0,00;5006,24159;4999,08556;5009,74659;5004,50991;
9:15:5:454;0;3600;25;-0,00;0,00;0,00;5006,24646;4999,08219;5009,747;5004,5056;
9:15:6:531;0;3600;25;-0,00;0,00;0,00;5006,24252;4999,09546;5009,74452;5004,50866;
9:15:7:518;0;3600;25;-0,00;0,00;0,00;5006,2501;4999,07708;5009,74004;5004,51477;
9:15:8:536;0;3600;25;-0,00;0,00;0,00;5006,24997;4999,07721;5009,74246;5004,51395;
9:15:9:521;0;3600;25;-0,00;0,00;0,00;5006,23985;4999,08261;5009,74166;5004,51151;
9:15:10:571;0;3600;25;-0,00;0,00;0,00;5006,23948;4999,09569;5009,74256;5004,51334;
9:15:11:573;0;3600;25;-0,00;0,00;0,00;5006,2382;4999,08993;5009,74163;5004,51122;
9:15:12:588;0;3600;25;-0,00;0,00;0,00;5006,24564;4999,09229;5009,74355;5004,51314;
9:15:13:605;0;3600;25;-0,00;0,00;0,00;5006,23944;4999,08369;5009,75049;5004,50997;
9:15:14:608;0;3600;25;-0,00;0,00;0,00;5006,25531;4999,07989;5009,74077;5004,50889;
9:15:15:640;0;3600;25;-0,00;0,00;0,00;5006,24813;4999,0843;5009,74528;5004,51062;
9:15:16:627;0;3600;25;-0,00;0,00;0,00;5006,25575;4999,0794;5009,75019;5004,51472;
9:15:17:642;0;3600;25;-0,00;0,00;0,00;5006,25419;4999,08268;5009,75235;5004,50748;
9:15:18:677;0;3600;25;-0,00;0,00;0,00;5006,22947;4999,07133;5009,7453;5004,51025;
9:15:19:693;0;3600;25;-0,00;0,00;0,00;5006,23862;4999,08797;5009,74318;5004,51119;
9:15:20:711;0;3600;25;-0,00;0,00;0,00;5006,2338;4999,08226;5009,742;5004,51375;
9:15:21:728;0;3600;25;-0,00;0,00;0,00;5006,23985;4999,08296;5009,74044;5004,50732;
9:15:22:729;0;3600;25;-0,00;0,00;0,00;5006,23734;4999,07471;5009,7463;5004,51059;
9:15:23:746;0;3600;25;-0,00;0,00;0,00;5006,24294;4999,07773;5009,74158;5004,50891;
9:15:24:764;0;3600;25;-0,00;0,00;0,00;5006,24289;4999,09138;5009,74018;5004,50365;
9:15:25:781;0;3600;25;-0,00;0,00;0,00;5006,2461;4999,08289;5009,74181;5004,50208;
9:15:26:798;0;3600;25;-0,00;0,00;0,00;5006,24689;4999,08782;5009,74518;5004,50542;
9:15:27:800;0;3600;25;-0,00;0,00;0,00;5006,25362;4999,07732;5009,74445;5004,5106;
9:15:28:817;0;3600;25;-0,00;0,00;0,00;5006,24345;4999,07787;5009,75137;5004,50224;
9:15:29:849;0;3600;25;-0,00;0,00;0,00;5006,24594;4999,08298;5009,74157;5004,50624;
9:15:30:851;0;3600;25;-0,00;0,00;0,00;5006,24633;4999,09935;5009,74544;5004,50853;
9:15:31:852;0;3600;25;-0,00;0,00;0,00;5006,24656;4999,08256;5009,73899;5004,50158;
9:15:32:870;0;3600;25;-0,00;0,00;0,00;5006,24633;4999,08332;5009,74189;5004,50576;
9:15:33:887;0;3600;25;-0,00;0,00;0,00;5006,23616;4999,08096;5009,7387;5004,50544;
9:15:34:923;0;3600;25;-0,00;0,00;0,00;5006,23701;4999,0778;5009,74066;5004,514;
9:15:35:923;0;3600;25;-0,00;0,00;0,00;5006,25462;4999,08551;5009,73545;5004,51407;
9:15:36:924;0;3600;25;-0,00;0,00;0,00;5006,24316;4999,08287;5009,73361;5004,51261;
9:15:37:956;0;3600;25;-0,00;0,00;0,00;5006,25667;4999,07972;5009,74098;5004,5117;
9:15:38:989;0;3600;25;-0,00;0,00;0,00;5006,25759;4999,0783;5009,74291;5004,51588;
9:15:39:978;0;3600;25;-0,00;0,00;0,00;5006,24838;4999,08505;5009,74384;5004,50886;
9:15:41:8;0;3600;25;-0,00;0,00;0,00;5006,25348;4999,08403;5009,74478;5004,507;
9:15:42:9;0;3600;25;-0,00;0,00;0,00;5006,24205;4999,0816;5009,7409;5004,5068;
9:15:43:12;0;3600;25;-0,00;0,00;0,00;5006,24891;4999,08264;5009,73918;5004,50362;
9:15:44:43;0;3600;25;-0,00;0,00;0,00;5006,24764;4999,08039;5009,74253;5004,50709;
9:15:45:46;0;3600;25;-0,00;0,00;0,00;5006,25129;4999,08407;5009,73974;5004,50873;
9:15:46:64;0;3600;25;-0,00;0,00;0,00;5006,2405;4999,07438;5009,74402;5004,5079;
9:15:47:64;0;3600;25;-0,00;0,00;0,00;5006,23504;4999,07523;5009,74718;5004,50942;
9:15:48:96;0;3600;25;-0,00;0,00;0,00;5006,24325;4999,07894;5009,74085;5004,50634;
9:15:49:114;0;3600;25;-0,00;0,00;0,00;5006,23145;4999,06619;5009,74607;5004,51141;
9:15:50:131;0;3600;25;-0,00;0,00;0,00;5006,24276;4999,08048;5009,74595;5004,51286;
9:15:51:133;0;3600;25;-0,00;0,00;0,00;5006,23915;4999,0802;5009,74074;5004,50091;
9:15:52:149;0;3600;25;-0,00;0,00;0,00;5006,24928;4999,0978;5009,74076;5004,50279;
9:15:53:166;0;3600;25;-0,00;0,00;0,00;5006,24465;4999,08588;5009,7457;5004,50664;
9:15:54:168;0;3600;25;-0,00;0,00;0,00;5006,24157;4999,08434;5009,74447;5004,50637;
9:15:55:202;0;3600;25;-0,00;0,00;0,00;5006,24875;4999,09323;5009,74827;5004,50288;
9:15:56:187;0;3600;25;-0,00;0,00;0,00;5006,24741;4999,08719;5009,74934;5004,50777;
9:15:57:204;0;3600;25;-0,00;0,00;0,00;5006,24143;4999,07838;5009,75045;5004,51105;
9:15:58:221;0;3600;25;-0,00;0,00;0,00;5006,2553;4999,08583;5009,75291;5004,50259;
9:15:59:255;0;3600;25;-0,00;0,00;0,00;5006,24211;4999,07554;5009,75657;5004,50048;
9:16:0:271;0;3600;25;-0,00;0,00;0,00;5006,248;4999,08842;5009,75101;5004,49679;
9:16:1:273;0;3600;25;-0,00;0,00;0,00;5006,24547;4999,07952;5009,7457;5004,504;
9:16:2:291;0;3600;25;-0,00;0,00;0,00;5006,24177;4999,08264;5009,74878;5004,50856;
9:16:3:292;0;3600;25;-0,00;0,00;0,00;5006,24466;4999,08362;5009,73874;5004,51517;
9:16:4:325;0;3600;25;-0,00;0,00;0,00;5006,24556;4999,08967;5009,74234;5004,51661;
9:16:5:343;0;3600;25;-0,00;0,00;0,00;5006,24377;4999,08293;5009,73884;5004,50989;
9:16:6:345;0;3600;25;-0,00;0,00;0,00;5006,25077;4999,0825;5009,73668;5004,50837;
9:16:7:346;0;3600;25;-0,00;0,00;0,00;5006,25094;4999,07749;5009,73536;5004,50697;
9:16:8:364;0;3600;25;-0,00;0,00;0,00;5006,23567;4999,07585;5009,73167;5004,51135;
9:16:9:396;0;3600;25;-0,00;0,00;0,00;5006,25536;4999,08536;5009,73331;5004,5087;
